BaseName	CharacterOrientation	Country	DisplayCountry	DisplayLanguage	DisplayLanguageWithDialect	DisplayName	DisplayNameWithDialect	DisplayScript	DisplayScriptInContext	DisplayVariant	ISO3Country	ISO3Language	Language	LineOrientation	Name	Script	Variant
ko_KR	left-to-right	KR	韓国	韓国語	ko_KR	韓国語 (韓国)	韓国語 (韓国)	-	-	-	KOR	kor	ko	top-to-bottom	ko_KR	-	-
kok	left-to-right	-	-	コンカニ語	コンカニ語	コンカニ語	コンカニ語	-	-	-	-	kok	kok	top-to-bottom	kok	-	-
kok_IN	left-to-right	IN	インド	コンカニ語	kok_IN	コンカニ語 (インド)	コンカニ語 (インド)	-	-	-	IND	kok	kok	top-to-bottom	kok_IN	-	-
ks	right-to-left	-	-	カシミール語	カシミール語	カシミール語	カシミール語	-	-	-	-	kas	ks	top-to-bottom	ks	-	-
ks_Arab	right-to-left	-	-	カシミール語	ks_Arab	カシミール語 (アラビア文字)	カシミール語 (アラビア文字)	アラビア文字	アラビア文字	-	-	kas	ks	top-to-bottom	ks_Arab	Arab	-
ks_Arab_IN	right-to-left	IN	インド	カシミール語	ks_Arab_IN	カシミール語 (アラビア文字、インド)	カシミール語 (アラビア文字、インド)	アラビア文字	アラビア文字	-	IND	kas	ks	top-to-bottom	ks_Arab_IN	Arab	-
ksb	left-to-right	-	-	サンバー語	サンバー語	サンバー語	サンバー語	-	-	-	-	ksb	ksb	top-to-bottom	ksb	-	-
ksb_TZ	left-to-right	TZ	タンザニア	サンバー語	ksb_TZ	サンバー語 (タンザニア)	サンバー語 (タンザニア)	-	-	-	TZA	ksb	ksb	top-to-bottom	ksb_TZ	-	-
ksf	left-to-right	-	-	バフィア語	バフィア語	バフィア語	バフィア語	-	-	-	-	ksf	ksf	top-to-bottom	ksf	-	-
ksf_CM	left-to-right	CM	カメルーン	バフィア語	ksf_CM	バフィア語 (カメルーン)	バフィア語 (カメルーン)	-	-	-	CMR	ksf	ksf	top-to-bottom	ksf_CM	-	-
ksh	left-to-right	-	-	ケルン語	ケルン語	ケルン語	ケルン語	-	-	-	-	ksh	ksh	top-to-bottom	ksh	-	-
ksh_DE	left-to-right	DE	ドイツ	ケルン語	ksh_DE	ケルン語 (ドイツ)	ケルン語 (ドイツ)	-	-	-	DEU	ksh	ksh	top-to-bottom	ksh_DE	-	-
ku	left-to-right	-	-	クルド語	クルド語	クルド語	クルド語	-	-	-	-	kur	ku	top-to-bottom	ku	-	-
ku_TR	left-to-right	TR	トルコ	クルド語	ku_TR	クルド語 (トルコ)	クルド語 (トルコ)	-	-	-	TUR	kur	ku	top-to-bottom	ku_TR	-	-
kw	left-to-right	-	-	コーンウォール語	コーンウォール語	コーンウォール語	コーンウォール語	-	-	-	-	cor	kw	top-to-bottom	kw	-	-
kw_GB	left-to-right	GB	イギリス	コーンウォール語	kw_GB	コーンウォール語 (イギリス)	コーンウォール語 (イギリス)	-	-	-	GBR	cor	kw	top-to-bottom	kw_GB	-	-
ky	left-to-right	-	-	キルギス語	キルギス語	キルギス語	キルギス語	-	-	-	-	kir	ky	top-to-bottom	ky	-	-
ky_KG	left-to-right	KG	キルギス	キルギス語	ky_KG	キルギス語 (キルギス)	キルギス語 (キルギス)	-	-	-	KGZ	kir	ky	top-to-bottom	ky_KG	-	-
lag	left-to-right	-	-	ランギ語	ランギ語	ランギ語	ランギ語	-	-	-	-	lag	lag	top-to-bottom	lag	-	-
lag_TZ	left-to-right	TZ	タンザニア	ランギ語	lag_TZ	ランギ語 (タンザニア)	ランギ語 (タンザニア)	-	-	-	TZA	lag	lag	top-to-bottom	lag_TZ	-	-
lb	left-to-right	-	-	ルクセンブルク語	ルクセンブルク語	ルクセンブルク語	ルクセンブルク語	-	-	-	-	ltz	lb	top-to-bottom	lb	-	-
lb_LU	left-to-right	LU	ルクセンブルク	ルクセンブルク語	lb_LU	ルクセンブルク語 (ルクセンブルク)	ルクセンブルク語 (ルクセンブルク)	-	-	-	LUX	ltz	lb	top-to-bottom	lb_LU	-	-
lg	left-to-right	-	-	ガンダ語	ガンダ語	ガンダ語	ガンダ語	-	-	-	-	lug	lg	top-to-bottom	lg	-	-
lg_UG	left-to-right	UG	ウガンダ	ガンダ語	lg_UG	ガンダ語 (ウガンダ)	ガンダ語 (ウガンダ)	-	-	-	UGA	lug	lg	top-to-bottom	lg_UG	-	-
lkt	left-to-right	-	-	ラコタ語	ラコタ語	ラコタ語	ラコタ語	-	-	-	-	lkt	lkt	top-to-bottom	lkt	-	-
lkt_US	left-to-right	US	アメリカ合衆国	ラコタ語	lkt_US	ラコタ語 (アメリカ合衆国)	ラコタ語 (アメリカ合衆国)	-	-	-	USA	lkt	lkt	top-to-bottom	lkt_US	-	-
ln	left-to-right	-	-	リンガラ語	リンガラ語	リンガラ語	リンガラ語	-	-	-	-	lin	ln	top-to-bottom	ln	-	-
ln_AO	left-to-right	AO	アンゴラ	リンガラ語	ln_AO	リンガラ語 (アンゴラ)	リンガラ語 (アンゴラ)	-	-	-	AGO	lin	ln	top-to-bottom	ln_AO	-	-
ln_CD	left-to-right	CD	コンゴ民主共和国(キンシャサ)	リンガラ語	ln_CD	リンガラ語 (コンゴ民主共和国[キンシャサ])	リンガラ語 (コンゴ民主共和国[キンシャサ])	-	-	-	COD	lin	ln	top-to-bottom	ln_CD	-	-
ln_CF	left-to-right	CF	中央アフリカ共和国	リンガラ語	ln_CF	リンガラ語 (中央アフリカ共和国)	リンガラ語 (中央アフリカ共和国)	-	-	-	CAF	lin	ln	top-to-bottom	ln_CF	-	-
ln_CG	left-to-right	CG	コンゴ共和国(ブラザビル)	リンガラ語	ln_CG	リンガラ語 (コンゴ共和国[ブラザビル])	リンガラ語 (コンゴ共和国[ブラザビル])	-	-	-	COG	lin	ln	top-to-bottom	ln_CG	-	-
lo	left-to-right	-	-	ラオ語	ラオ語	ラオ語	ラオ語	-	-	-	-	lao	lo	top-to-bottom	lo	-	-
lo_LA	left-to-right	LA	ラオス	ラオ語	lo_LA	ラオ語 (ラオス)	ラオ語 (ラオス)	-	-	-	LAO	lao	lo	top-to-bottom	lo_LA	-	-
lrc	right-to-left	-	-	北ロル語	北ロル語	北ロル語	北ロル語	-	-	-	-	-	lrc	top-to-bottom	lrc	-	-
lrc_IQ	right-to-left	IQ	イラク	北ロル語	lrc_IQ	北ロル語 (イラク)	北ロル語 (イラク)	-	-	-	IRQ	-	lrc	top-to-bottom	lrc_IQ	-	-
lrc_IR	right-to-left	IR	イラン	北ロル語	lrc_IR	北ロル語 (イラン)	北ロル語 (イラン)	-	-	-	IRN	-	lrc	top-to-bottom	lrc_IR	-	-
lt	left-to-right	-	-	リトアニア語	リトアニア語	リトアニア語	リトアニア語	-	-	-	-	lit	lt	top-to-bottom	lt	-	-
lt_LT	left-to-right	LT	リトアニア	リトアニア語	lt_LT	リトアニア語 (リトアニア)	リトアニア語 (リトアニア)	-	-	-	LTU	lit	lt	top-to-bottom	lt_LT	-	-
lu	left-to-right	-	-	ルバ・カタンガ語	ルバ・カタンガ語	ルバ・カタンガ語	ルバ・カタンガ語	-	-	-	-	lub	lu	top-to-bottom	lu	-	-
lu_CD	left-to-right	CD	コンゴ民主共和国(キンシャサ)	ルバ・カタンガ語	lu_CD	ルバ・カタンガ語 (コンゴ民主共和国[キンシャサ])	ルバ・カタンガ語 (コンゴ民主共和国[キンシャサ])	-	-	-	COD	lub	lu	top-to-bottom	lu_CD	-	-
luo	left-to-right	-	-	ルオ語	ルオ語	ルオ語	ルオ語	-	-	-	-	luo	luo	top-to-bottom	luo	-	-
luo_KE	left-to-right	KE	ケニア	ルオ語	luo_KE	ルオ語 (ケニア)	ルオ語 (ケニア)	-	-	-	KEN	luo	luo	top-to-bottom	luo_KE	-	-
luy	left-to-right	-	-	ルヒヤ語	ルヒヤ語	ルヒヤ語	ルヒヤ語	-	-	-	-	luy	luy	top-to-bottom	luy	-	-
luy_KE	left-to-right	KE	ケニア	ルヒヤ語	luy_KE	ルヒヤ語 (ケニア)	ルヒヤ語 (ケニア)	-	-	-	KEN	luy	luy	top-to-bottom	luy_KE	-	-
lv	left-to-right	-	-	ラトビア語	ラトビア語	ラトビア語	ラトビア語	-	-	-	-	lav	lv	top-to-bottom	lv	-	-
lv_LV	left-to-right	LV	ラトビア	ラトビア語	lv_LV	ラトビア語 (ラトビア)	ラトビア語 (ラトビア)	-	-	-	LVA	lav	lv	top-to-bottom	lv_LV	-	-
mai	left-to-right	-	-	マイティリー語	マイティリー語	マイティリー語	マイティリー語	-	-	-	-	mai	mai	top-to-bottom	mai	-	-
mai_IN	left-to-right	IN	インド	マイティリー語	mai_IN	マイティリー語 (インド)	マイティリー語 (インド)	-	-	-	IND	mai	mai	top-to-bottom	mai_IN	-	-
mas	left-to-right	-	-	マサイ語	マサイ語	マサイ語	マサイ語	-	-	-	-	mas	mas	top-to-bottom	mas	-	-
mas_KE	left-to-right	KE	ケニア	マサイ語	mas_KE	マサイ語 (ケニア)	マサイ語 (ケニア)	-	-	-	KEN	mas	mas	top-to-bottom	mas_KE	-	-
mas_TZ	left-to-right	TZ	タンザニア	マサイ語	mas_TZ	マサイ語 (タンザニア)	マサイ語 (タンザニア)	-	-	-	TZA	mas	mas	top-to-bottom	mas_TZ	-	-
mer	left-to-right	-	-	メル語	メル語	メル語	メル語	-	-	-	-	mer	mer	top-to-bottom	mer	-	-
mer_KE	left-to-right	KE	ケニア	メル語	mer_KE	メル語 (ケニア)	メル語 (ケニア)	-	-	-	KEN	mer	mer	top-to-bottom	mer_KE	-	-
mfe	left-to-right	-	-	モーリシャス・クレオール語	モーリシャス・クレオール語	モーリシャス・クレオール語	モーリシャス・クレオール語	-	-	-	-	mfe	mfe	top-to-bottom	mfe	-	-
mfe_MU	left-to-right	MU	モーリシャス	モーリシャス・クレオール語	mfe_MU	モーリシャス・クレオール語 (モーリシャス)	モーリシャス・クレオール語 (モーリシャス)	-	-	-	MUS	mfe	mfe	top-to-bottom	mfe_MU	-	-
mg	left-to-right	-	-	マダガスカル語	マダガスカル語	マダガスカル語	マダガスカル語	-	-	-	-	mlg	mg	top-to-bottom	mg	-	-
mg_MG	left-to-right	MG	マダガスカル	マダガスカル語	mg_MG	マダガスカル語 (マダガスカル)	マダガスカル語 (マダガスカル)	-	-	-	MDG	mlg	mg	top-to-bottom	mg_MG	-	-
mgh	left-to-right	-	-	マクア・ミート語	マクア・ミート語	マクア・ミート語	マクア・ミート語	-	-	-	-	mgh	mgh	top-to-bottom	mgh	-	-
mgh_MZ	left-to-right	MZ	モザンビーク	マクア・ミート語	mgh_MZ	マクア・ミート語 (モザンビーク)	マクア・ミート語 (モザンビーク)	-	-	-	MOZ	mgh	mgh	top-to-bottom	mgh_MZ	-	-
mgo	left-to-right	-	-	メタ語	メタ語	メタ語	メタ語	-	-	-	-	mgo	mgo	top-to-bottom	mgo	-	-
mgo_CM	left-to-right	CM	カメルーン	メタ語	mgo_CM	メタ語 (カメルーン)	メタ語 (カメルーン)	-	-	-	CMR	mgo	mgo	top-to-bottom	mgo_CM	-	-
mi	left-to-right	-	-	マオリ語	マオリ語	マオリ語	マオリ語	-	-	-	-	mri	mi	top-to-bottom	mi	-	-
mi_NZ	left-to-right	NZ	ニュージーランド	マオリ語	mi_NZ	マオリ語 (ニュージーランド)	マオリ語 (ニュージーランド)	-	-	-	NZL	mri	mi	top-to-bottom	mi_NZ	-	-
mk	left-to-right	-	-	マケドニア語	マケドニア語	マケドニア語	マケドニア語	-	-	-	-	mkd	mk	top-to-bottom	mk	-	-
mk_MK	left-to-right	MK	北マケドニア	マケドニア語	mk_MK	マケドニア語 (北マケドニア)	マケドニア語 (北マケドニア)	-	-	-	MKD	mkd	mk	top-to-bottom	mk_MK	-	-
ml	left-to-right	-	-	マラヤーラム語	マラヤーラム語	マラヤーラム語	マラヤーラム語	-	-	-	-	mal	ml	top-to-bottom	ml	-	-
ml_IN	left-to-right	IN	インド	マラヤーラム語	ml_IN	マラヤーラム語 (インド)	マラヤーラム語 (インド)	-	-	-	IND	mal	ml	top-to-bottom	ml_IN	-	-
mn	left-to-right	-	-	モンゴル語	モンゴル語	モンゴル語	モンゴル語	-	-	-	-	mon	mn	top-to-bottom	mn	-	-
mn_MN	left-to-right	MN	モンゴル	モンゴル語	mn_MN	モンゴル語 (モンゴル)	モンゴル語 (モンゴル)	-	-	-	MNG	mon	mn	top-to-bottom	mn_MN	-	-
mni	left-to-right	-	-	マニプリ語	マニプリ語	マニプリ語	マニプリ語	-	-	-	-	mni	mni	top-to-bottom	mni	-	-
mni_Beng	left-to-right	-	-	マニプリ語	mni_Beng	マニプリ語 (ベンガル文字)	マニプリ語 (ベンガル文字)	ベンガル文字	ベンガル文字	-	-	mni	mni	top-to-bottom	mni_Beng	Beng	-
mni_Beng_IN	left-to-right	IN	インド	マニプリ語	mni_Beng_IN	マニプリ語 (ベンガル文字、インド)	マニプリ語 (ベンガル文字、インド)	ベンガル文字	ベンガル文字	-	IND	mni	mni	top-to-bottom	mni_Beng_IN	Beng	-
mr	left-to-right	-	-	マラーティー語	マラーティー語	マラーティー語	マラーティー語	-	-	-	-	mar	mr	top-to-bottom	mr	-	-
mr_IN	left-to-right	IN	インド	マラーティー語	mr_IN	マラーティー語 (インド)	マラーティー語 (インド)	-	-	-	IND	mar	mr	top-to-bottom	mr_IN	-	-
ms	left-to-right	-	-	マレー語	マレー語	マレー語	マレー語	-	-	-	-	msa	ms	top-to-bottom	ms	-	-
ms_BN	left-to-right	BN	ブルネイ	マレー語	ms_BN	マレー語 (ブルネイ)	マレー語 (ブルネイ)	-	-	-	BRN	msa	ms	top-to-bottom	ms_BN	-	-
ms_ID	left-to-right	ID	インドネシア	マレー語	ms_ID	マレー語 (インドネシア)	マレー語 (インドネシア)	-	-	-	IDN	msa	ms	top-to-bottom	ms_ID	-	-
ms_MY	left-to-right	MY	マレーシア	マレー語	ms_MY	マレー語 (マレーシア)	マレー語 (マレーシア)	-	-	-	MYS	msa	ms	top-to-bottom	ms_MY	-	-
ms_SG	left-to-right	SG	シンガポール	マレー語	ms_SG	マレー語 (シンガポール)	マレー語 (シンガポール)	-	-	-	SGP	msa	ms	top-to-bottom	ms_SG	-	-
mt	left-to-right	-	-	マルタ語	マルタ語	マルタ語	マルタ語	-	-	-	-	mlt	mt	top-to-bottom	mt	-	-
mt_MT	left-to-right	MT	マルタ	マルタ語	mt_MT	マルタ語 (マルタ)	マルタ語 (マルタ)	-	-	-	MLT	mlt	mt	top-to-bottom	mt_MT	-	-
mua	left-to-right	-	-	ムンダン語	ムンダン語	ムンダン語	ムンダン語	-	-	-	-	mua	mua	top-to-bottom	mua	-	-
mua_CM	left-to-right	CM	カメルーン	ムンダン語	mua_CM	ムンダン語 (カメルーン)	ムンダン語 (カメルーン)	-	-	-	CMR	mua	mua	top-to-bottom	mua_CM	-	-
my	left-to-right	-	-	ミャンマー語	ミャンマー語	ミャンマー語	ミャンマー語	-	-	-	-	mya	my	top-to-bottom	my	-	-
my_MM	left-to-right	MM	ミャンマー (ビルマ)	ミャンマー語	my_MM	ミャンマー語 (ミャンマー [ビルマ])	ミャンマー語 (ミャンマー [ビルマ])	-	-	-	MMR	mya	my	top-to-bottom	my_MM	-	-
mzn	right-to-left	-	-	マーザンダラーン語	マーザンダラーン語	マーザンダラーン語	マーザンダラーン語	-	-	-	-	-	mzn	top-to-bottom	mzn	-	-
mzn_IR	right-to-left	IR	イラン	マーザンダラーン語	mzn_IR	マーザンダラーン語 (イラン)	マーザンダラーン語 (イラン)	-	-	-	IRN	-	mzn	top-to-bottom	mzn_IR	-	-
naq	left-to-right	-	-	ナマ語	ナマ語	ナマ語	ナマ語	-	-	-	-	naq	naq	top-to-bottom	naq	-	-
naq_NA	left-to-right	NA	ナミビア	ナマ語	naq_NA	ナマ語 (ナミビア)	ナマ語 (ナミビア)	-	-	-	NAM	naq	naq	top-to-bottom	naq_NA	-	-
nb	left-to-right	-	-	ノルウェー語(ブークモール)	ノルウェー語(ブークモール)	ノルウェー語[ブークモール]	ノルウェー語[ブークモール]	-	-	-	-	nob	nb	top-to-bottom	nb	-	-
nb_NO	left-to-right	NO	ノルウェー	ノルウェー語(ブークモール)	nb_NO	ノルウェー語[ブークモール] (ノルウェー)	ノルウェー語[ブークモール] (ノルウェー)	-	-	-	NOR	nob	nb	top-to-bottom	nb_NO	-	-
nb_SJ	left-to-right	SJ	スバールバル諸島・ヤンマイエン島	ノルウェー語(ブークモール)	nb_SJ	ノルウェー語[ブークモール] (スバールバル諸島・ヤンマイエン島)	ノルウェー語[ブークモール] (スバールバル諸島・ヤンマイエン島)	-	-	-	SJM	nob	nb	top-to-bottom	nb_SJ	-	-
nd	left-to-right	-	-	北ンデベレ語	北ンデベレ語	北ンデベレ語	北ンデベレ語	-	-	-	-	nde	nd	top-to-bottom	nd	-	-
nd_ZW	left-to-right	ZW	ジンバブエ	北ンデベレ語	nd_ZW	北ンデベレ語 (ジンバブエ)	北ンデベレ語 (ジンバブエ)	-	-	-	ZWE	nde	nd	top-to-bottom	nd_ZW	-	-
nds	left-to-right	-	-	低地ドイツ語	低地ドイツ語	低地ドイツ語	低地ドイツ語	-	-	-	-	nds	nds	top-to-bottom	nds	-	-
nds_DE	left-to-right	DE	ドイツ	低地ドイツ語	nds_DE	低地ドイツ語 (ドイツ)	低地ドイツ語 (ドイツ)	-	-	-	DEU	nds	nds	top-to-bottom	nds_DE	-	-
nds_NL	left-to-right	NL	オランダ	低地ドイツ語	nds_NL	低地ドイツ語 (オランダ)	低地ドイツ語 (オランダ)	-	-	-	NLD	nds	nds	top-to-bottom	nds_NL	-	-
ne	left-to-right	-	-	ネパール語	ネパール語	ネパール語	ネパール語	-	-	-	-	nep	ne	top-to-bottom	ne	-	-
ne_IN	left-to-right	IN	インド	ネパール語	ne_IN	ネパール語 (インド)	ネパール語 (インド)	-	-	-	IND	nep	ne	top-to-bottom	ne_IN	-	-
ne_NP	left-to-right	NP	ネパール	ネパール語	ne_NP	ネパール語 (ネパール)	ネパール語 (ネパール)	-	-	-	NPL	nep	ne	top-to-bottom	ne_NP	-	-
nl	left-to-right	-	-	オランダ語	オランダ語	オランダ語	オランダ語	-	-	-	-	nld	nl	top-to-bottom	nl	-	-
nl_AW	left-to-right	AW	アルバ	オランダ語	nl_AW	オランダ語 (アルバ)	オランダ語 (アルバ)	-	-	-	ABW	nld	nl	top-to-bottom	nl_AW	-	-
nl_BE	left-to-right	BE	ベルギー	オランダ語	nl_BE	オランダ語 (ベルギー)	フレミッシュ語	-	-	-	BEL	nld	nl	top-to-bottom	nl_BE	-	-
nl_BQ	left-to-right	BQ	オランダ領カリブ	オランダ語	nl_BQ	オランダ語 (オランダ領カリブ)	オランダ語 (オランダ領カリブ)	-	-	-	BES	nld	nl	top-to-bottom	nl_BQ	-	-
nl_CW	left-to-right	CW	キュラソー	オランダ語	nl_CW	オランダ語 (キュラソー)	オランダ語 (キュラソー)	-	-	-	CUW	nld	nl	top-to-bottom	nl_CW	-	-
nl_NL	left-to-right	NL	オランダ	オランダ語	nl_NL	オランダ語 (オランダ)	オランダ語 (オランダ)	-	-	-	NLD	nld	nl	top-to-bottom	nl_NL	-	-
nl_SR	left-to-right	SR	スリナム	オランダ語	nl_SR	オランダ語 (スリナム)	オランダ語 (スリナム)	-	-	-	SUR	nld	nl	top-to-bottom	nl_SR	-	-
nl_SX	left-to-right	SX	シント・マールテン	オランダ語	nl_SX	オランダ語 (シント・マールテン)	オランダ語 (シント・マールテン)	-	-	-	SXM	nld	nl	top-to-bottom	nl_SX	-	-
nmg	left-to-right	-	-	クワシオ語	クワシオ語	クワシオ語	クワシオ語	-	-	-	-	nmg	nmg	top-to-bottom	nmg	-	-
nmg_CM	left-to-right	CM	カメルーン	クワシオ語	nmg_CM	クワシオ語 (カメルーン)	クワシオ語 (カメルーン)	-	-	-	CMR	nmg	nmg	top-to-bottom	nmg_CM	-	-
nn	left-to-right	-	-	ノルウェー語(ニーノシュク)	ノルウェー語(ニーノシュク)	ノルウェー語[ニーノシュク]	ノルウェー語[ニーノシュク]	-	-	-	-	nno	nn	top-to-bottom	nn	-	-
nn_NO	left-to-right	NO	ノルウェー	ノルウェー語(ニーノシュク)	nn_NO	ノルウェー語[ニーノシュク] (ノルウェー)	ノルウェー語[ニーノシュク] (ノルウェー)	-	-	-	NOR	nno	nn	top-to-bottom	nn_NO	-	-
nnh	left-to-right	-	-	ンジエムブーン語	ンジエムブーン語	ンジエムブーン語	ンジエムブーン語	-	-	-	-	nnh	nnh	top-to-bottom	nnh	-	-
nnh_CM	left-to-right	CM	カメルーン	ンジエムブーン語	nnh_CM	ンジエムブーン語 (カメルーン)	ンジエムブーン語 (カメルーン)	-	-	-	CMR	nnh	nnh	top-to-bottom	nnh_CM	-	-
nus	left-to-right	-	-	ヌエル語	ヌエル語	ヌエル語	ヌエル語	-	-	-	-	nus	nus	top-to-bottom	nus	-	-
nus_SS	left-to-right	SS	南スーダン	ヌエル語	nus_SS	ヌエル語 (南スーダン)	ヌエル語 (南スーダン)	-	-	-	SSD	nus	nus	top-to-bottom	nus_SS	-	-
nyn	left-to-right	-	-	ニャンコレ語	ニャンコレ語	ニャンコレ語	ニャンコレ語	-	-	-	-	nyn	nyn	top-to-bottom	nyn	-	-
nyn_UG	left-to-right	UG	ウガンダ	ニャンコレ語	nyn_UG	ニャンコレ語 (ウガンダ)	ニャンコレ語 (ウガンダ)	-	-	-	UGA	nyn	nyn	top-to-bottom	nyn_UG	-	-
om	left-to-right	-	-	オロモ語	オロモ語	オロモ語	オロモ語	-	-	-	-	orm	om	top-to-bottom	om	-	-
om_ET	left-to-right	ET	エチオピア	オロモ語	om_ET	オロモ語 (エチオピア)	オロモ語 (エチオピア)	-	-	-	ETH	orm	om	top-to-bottom	om_ET	-	-
om_KE	left-to-right	KE	ケニア	オロモ語	om_KE	オロモ語 (ケニア)	オロモ語 (ケニア)	-	-	-	KEN	orm	om	top-to-bottom	om_KE	-	-
or	left-to-right	-	-	オディア語	オディア語	オディア語	オディア語	-	-	-	-	ori	or	top-to-bottom	or	-	-
or_IN	left-to-right	IN	インド	オディア語	or_IN	オディア語 (インド)	オディア語 (インド)	-	-	-	IND	ori	or	top-to-bottom	or_IN	-	-
os	left-to-right	-	-	オセット語	オセット語	オセット語	オセット語	-	-	-	-	oss	os	top-to-bottom	os	-	-
os_GE	left-to-right	GE	ジョージア	オセット語	os_GE	オセット語 (ジョージア)	オセット語 (ジョージア)	-	-	-	GEO	oss	os	top-to-bottom	os_GE	-	-
os_RU	left-to-right	RU	ロシア	オセット語	os_RU	オセット語 (ロシア)	オセット語 (ロシア)	-	-	-	RUS	oss	os	top-to-bottom	os_RU	-	-
pa	left-to-right	-	-	パンジャブ語	パンジャブ語	パンジャブ語	パンジャブ語	-	-	-	-	pan	pa	top-to-bottom	pa	-	-
pa_Arab	right-to-left	-	-	パンジャブ語	pa_Arab	パンジャブ語 (アラビア文字)	パンジャブ語 (アラビア文字)	アラビア文字	アラビア文字	-	-	pan	pa	top-to-bottom	pa_Arab	Arab	-
pa_Arab_PK	right-to-left	PK	パキスタン	パンジャブ語	pa_Arab_PK	パンジャブ語 (アラビア文字、パキスタン)	パンジャブ語 (アラビア文字、パキスタン)	アラビア文字	アラビア文字	-	PAK	pan	pa	top-to-bottom	pa_Arab_PK	Arab	-
pa_Guru	left-to-right	-	-	パンジャブ語	pa_Guru	パンジャブ語 (グルムキー文字)	パンジャブ語 (グルムキー文字)	グルムキー文字	グルムキー文字	-	-	pan	pa	top-to-bottom	pa_Guru	Guru	-
pa_Guru_IN	left-to-right	IN	インド	パンジャブ語	pa_Guru_IN	パンジャブ語 (グルムキー文字、インド)	パンジャブ語 (グルムキー文字、インド)	グルムキー文字	グルムキー文字	-	IND	pan	pa	top-to-bottom	pa_Guru_IN	Guru	-
pcm	left-to-right	-	-	ナイジェリア・ピジン語	ナイジェリア・ピジン語	ナイジェリア・ピジン語	ナイジェリア・ピジン語	-	-	-	-	-	pcm	top-to-bottom	pcm	-	-
pcm_NG	left-to-right	NG	ナイジェリア	ナイジェリア・ピジン語	pcm_NG	ナイジェリア・ピジン語 (ナイジェリア)	ナイジェリア・ピジン語 (ナイジェリア)	-	-	-	NGA	-	pcm	top-to-bottom	pcm_NG	-	-
pl	left-to-right	-	-	ポーランド語	ポーランド語	ポーランド語	ポーランド語	-	-	-	-	pol	pl	top-to-bottom	pl	-	-
pl_PL	left-to-right	PL	ポーランド	ポーランド語	pl_PL	ポーランド語 (ポーランド)	ポーランド語 (ポーランド)	-	-	-	POL	pol	pl	top-to-bottom	pl_PL	-	-
ps	right-to-left	-	-	パシュトゥー語	パシュトゥー語	パシュトゥー語	パシュトゥー語	-	-	-	-	pus	ps	top-to-bottom	ps	-	-
ps_AF	right-to-left	AF	アフガニスタン	パシュトゥー語	ps_AF	パシュトゥー語 (アフガニスタン)	パシュトゥー語 (アフガニスタン)	-	-	-	AFG	pus	ps	top-to-bottom	ps_AF	-	-
ps_PK	right-to-left	PK	パキスタン	パシュトゥー語	ps_PK	パシュトゥー語 (パキスタン)	パシュトゥー語 (パキスタン)	-	-	-	PAK	pus	ps	top-to-bottom	ps_PK	-	-
pt	left-to-right	-	-	ポルトガル語	ポルトガル語	ポルトガル語	ポルトガル語	-	-	-	-	por	pt	top-to-bottom	pt	-	-
pt_AO	left-to-right	AO	アンゴラ	ポルトガル語	pt_AO	ポルトガル語 (アンゴラ)	ポルトガル語 (アンゴラ)	-	-	-	AGO	por	pt	top-to-bottom	pt_AO	-	-
pt_BR	left-to-right	BR	ブラジル	ポルトガル語	pt_BR	ポルトガル語 (ブラジル)	ポルトガル語 (ブラジル)	-	-	-	BRA	por	pt	top-to-bottom	pt_BR	-	-
pt_CH	left-to-right	CH	スイス	ポルトガル語	pt_CH	ポルトガル語 (スイス)	ポルトガル語 (スイス)	-	-	-	CHE	por	pt	top-to-bottom	pt_CH	-	-
pt_CV	left-to-right	CV	カーボベルデ	ポルトガル語	pt_CV	ポルトガル語 (カーボベルデ)	ポルトガル語 (カーボベルデ)	-	-	-	CPV	por	pt	top-to-bottom	pt_CV	-	-
pt_GQ	left-to-right	GQ	赤道ギニア	ポルトガル語	pt_GQ	ポルトガル語 (赤道ギニア)	ポルトガル語 (赤道ギニア)	-	-	-	GNQ	por	pt	top-to-bottom	pt_GQ	-	-
pt_GW	left-to-right	GW	ギニアビサウ	ポルトガル語	pt_GW	ポルトガル語 (ギニアビサウ)	ポルトガル語 (ギニアビサウ)	-	-	-	GNB	por	pt	top-to-bottom	pt_GW	-	-
pt_LU	left-to-right	LU	ルクセンブルク	ポルトガル語	pt_LU	ポルトガル語 (ルクセンブルク)	ポルトガル語 (ルクセンブルク)	-	-	-	LUX	por	pt	top-to-bottom	pt_LU	-	-
pt_MO	left-to-right	MO	中華人民共和国マカオ特別行政区	ポルトガル語	pt_MO	ポルトガル語 (中華人民共和国マカオ特別行政区)	ポルトガル語 (中華人民共和国マカオ特別行政区)	-	-	-	MAC	por	pt	top-to-bottom	pt_MO	-	-
pt_MZ	left-to-right	MZ	モザンビーク	ポルトガル語	pt_MZ	ポルトガル語 (モザンビーク)	ポルトガル語 (モザンビーク)	-	-	-	MOZ	por	pt	top-to-bottom	pt_MZ	-	-
pt_PT	left-to-right	PT	ポルトガル	ポルトガル語	pt_PT	ポルトガル語 (ポルトガル)	ポルトガル語 (イベリア半島)	-	-	-	PRT	por	pt	top-to-bottom	pt_PT	-	-
pt_ST	left-to-right	ST	サントメ・プリンシペ	ポルトガル語	pt_ST	ポルトガル語 (サントメ・プリンシペ)	ポルトガル語 (サントメ・プリンシペ)	-	-	-	STP	por	pt	top-to-bottom	pt_ST	-	-
